time,ADS.fAHUPHValveActADSInternalValuesMirror,ADS.fAHUPHValveSetADSInternalValuesMirror,ADS.eAHUPHPumpContModeADSInternalValuesMirror,ADS.bAHUPHPumpErrorADSInternalValuesMirror,ADS.bAHUPHPumpOperatingADSInternalValuesMirror,ADS.fAHUPHPumpPowerADSInternalValuesMirror,ADS.fAHUPHPumpPressureADSInternalValuesMirror,ADS.bAHUPHPumpSetOnADSInternalValuesMirror,ADS.fAHUPHPumpSetpointADSInternalValuesMirror,ADS.fAHUPHPumpSpeedADSInternalValuesMirror,ADS.fAHUPHPumpVolFlowADSInternalValuesMirror,ADS.fAHUPHTempSupPrimADSInternalValuesMirror,ADS.fAHUPHTempRetPrimADSInternalValuesMirror,ADS.fAHUPHTempSupADSInternalValuesMirror,ADS.fAHUPHTempRetADSInternalValuesMirror
2023-03-27T20:00:00Z,35.0,35.0,6.0,0.0,1.0,17.87,0.20580000013113023,1.0,35.0,1922.76,1.4779999947547913,69.59400039672852,53.20699981689453,25.0,17.555000209808348
2023-03-27T20:15:00Z,35.0,35.0,6.0,0.0,1.0,17.93,0.20600000023841858,1.0,35.0,1923.04,1.4779999947547913,69.53099990844727,53.097000427246094,24.913999671936036,17.392999591827394
2023-03-27T20:30:00Z,35.0,35.0,6.0,0.0,1.0,17.91089108910891,0.20600000023841858,1.0,35.0,1922.7821782178219,1.4524752361939686,69.62574277065768,53.172277393907606,24.76732673267327,17.20297016483722
2023-03-27T20:45:00Z,35.0,35.0,6.0,0.0,1.0,17.88,0.20580000013113023,1.0,35.0,1922.95,1.4599999904632568,68.51299949645995,52.21899990081787,24.09199998855591,16.718999977111817
2023-03-27T21:00:00Z,35.0,35.0,6.0,0.0,1.0,17.96039603960396,0.20580198033021227,1.0,35.0,1923.1980198019803,1.492079206032328,64.5445549086769,48.987128795963706,21.758415826476448,15.248514798608158
2023-03-27T21:15:00Z,35.0,35.0,6.0,0.0,1.0,17.84,0.2059000001847744,1.0,35.0,1922.67,1.4679999923706055,68.98499988555908,52.13599990844727,23.287000064849853,15.999999923706055
2023-03-27T21:30:00Z,35.0,35.0,6.0,0.0,1.0,17.85148514851485,0.20590099028431544,1.0,35.0,1922.6138613861385,1.4623762286535584,69.5752474341062,52.5811882019043,23.198019801980198,15.700990129225325
2023-03-27T21:45:00Z,35.0,35.0,6.0,0.0,1.0,17.7,0.20600000023841858,1.0,35.0,1922.43,1.4459999871253968,71.0060001373291,53.94,23.564999923706054,15.956999988555909
2023-03-27T22:00:00Z,35.0,35.0,6.0,0.0,1.0,17.85,0.20600000023841858,1.0,35.0,1922.75,1.444999986886978,76.30099952697753,58.37799983978272,25.910999927520752,17.398000087738037
2023-03-27T22:15:00Z,35.0,35.0,6.0,0.0,1.0,17.831683168316832,0.20600000023841858,1.0,35.0,1922.8415841584158,1.4564356331778046,74.19207892087427,56.67326736450195,25.38118806215796,17.08811880810426
